VO2_ins_wl_n;VO2_ins_n;VO2_ins_wl_k;VO2_ins_k;VO2_met_wl_n;VO2_met_n;VO2_met_wl_k;VO2_met_k;vo2IR_ins_wl_n;vo2IR_ins_n;vo2IR_met_wl_n;vo2IR_met_n;vo2IR_met_wl_k;vo2IR_met_k;vo2IR_ins_wl_k;vo2IR_ins_k;Ag_wl_n;Ag_n;Ag_wl_k;Ag_k;Au9nm_wl_n;Au9nm_n;Au9nm_wl_k;Au9nm_k;SiO2_thin_wl_n;SiO2_thin_n;SiO2_thin_wl_k;SiO2_thin_k;SiO2_fused_wl_n;SiO2_fused_n;SiO2_fused_wl_k;SiO2_fused_k;SiO2_wl_n;SiO2_n;TiO2_alpha_wl_n;TiO2_alpha_n;TiO2_A_wl_n;TiO2_A_n;TiO2_alpha_wl_k;TiO2_alpha_k;TiO2_A_wl_k;TiO2_A_k;Cr2O3_wl_n;Cr2O3_n;Cr2O3_wl_k;Cr2O3_k;Si3N4_wl_n;Si3N4_n;Si3N4_wl_k;Si3N4_k;CeO2_wl_n;CeO2_n;CeO2_wl_k;CeO2_k;PET_wl_n;PET_n;PET_wl_k;PET_k;Eye_wl;Eye_sensitivity
;;;;;;;;;;;;;;;;;;;;;;;;5319;1,263;5319;0,001;;;;;;;2276,85998;2,255434904;;;2276,85998;2,18E-96;;;;;;;;;;;;;;;7624,9;1,24522;7624,9;0,101;;
;;;;;;;;;;;;;;;;;;;;;;;;5325;1,262;5325;0,001;;;;;;;2290,004436;2,254989127;;;2290,004436;8,85E-95;;;;;;;;;;;;;;;7670;1,19301;7670;0,175;;
;;;;;;;;;;;;;;;;;;;;;;;;5330;1,262;5330;0,001;;;;;;;2303,224776;2,254540052;;;2303,224776;3,41E-93;;;;;;;;;;;;;;;7715,6;1,17092;7715,6;0,291;;
;;;;;;;;;;;;;;;;;;;;;;;;5336;1,261;5336;0,001;;;;;;;2316,521438;2,254087615;;;2316,521438;1,25E-91;;;;;;;;;;;;;;;7761,8;1,20793;7761,8;0,404;;
;;;;;;;;;;;;;;;;;;;;;;;;5342;1,261;5342;0,001;;;;;;;2329,894862;2,253631746;;;2329,894862;4,34E-90;;;;;;;;;;;;;;;7808,6;1,2816;7808,6;0,492;;
;;;;;;;;;;;;;;;;;;;;;;;;5348;1,261;5348;0,001;;;;;;;2343,345492;2,253172378;;;2343,345492;1,43E-88;;;;;;;;;;;;;;;7855,9;1,3817;7855,9;0,579;;
;;;;;;;;;;;;;;;;;;;;;;;;5353;1,26;5353;0,001;;;;;;;2356,873773;2,252709442;;;2356,873773;4,50E-87;;;;;;;;;;;;;;;7903,8;1,53949;7903,8;0,629;;
;;;;;;;;;;;;;;;;;;;;;;;;5359;1,26;5359;0,001;;;;;;;2370,480154;2,252242869;;;2370,480154;1,35E-85;;;;;;;;;;;;;;;7952,3;1,70521;7952,3;0,582;;
;;;;;;;;;;;;;;;;;;;;;;;;5365;1,26;5365;0,001;;;;;;;2384,165085;2,251772588;;;2384,165085;3,83E-84;;;;;;;;;;;;;;;8001,4;1,82389;8001,4;0,495;;
;;;;;;;;;;;;;;;;;;;;;;;;5371;1,259;5371;0,001;;;;;;;2397,92902;2,251298529;;;2397,92902;1,04E-82;;;;;;;;;;;;;;;8051,1;1,92141;8051,1;0,371;;
;;;;;;;;;;;;;;;;;;;;;;;;5376;1,259;5376;0,001;;;;;;;2411,772416;2,250820621;;;2411,772416;2,68E-81;;;;;;;;;;;;;;;8101,4;1,93253;8101,4;0,197;;
;;;;;;;;;;;;;;;;;;;;;;;;5382;1,259;5382;0,002;;;;;;;2425,69573;2,250338791;;;2425,69573;6,62E-80;;;;;;;;;;;;;;;8152,4;1,84944;8152,4;0,0803;;
;;;;;;;;;;;;;;;;;;;;;;;;5388;1,258;5388;0,002;;;;;;;2439,699424;2,249852967;;;2439,699424;1,56E-78;;;;;;;;;;;;;;;8204;1,76797;8204;0,0417;;
;;;;;;;;;;;;;;;;;;;;;;;;5394;1,258;5394;0,002;;;;;;;2453,783962;2,249363075;;;2453,783962;3,50E-77;;;;;;;;;;;;;;;8256,2;1,71383;8256,2;0,0295;;
;;;;;;;;;;;;;;;;;;;;;;;;5400;1,257;5400;0,002;;;;;;;2467,949812;2,248869041;;;2467,949812;7,51E-76;;;;;;;;;;;;;;;8309,1;1,67401;8309,1;0,0228;;
;;;;;;;;;;;;;;;;;;;;;;;;5405;1,257;5405;0,002;;;;;;;2482,197442;2,248370789;;;2482,197442;1,54E-74;;;;;;;;;;;;;;;8362,8;1,64001;8362,8;0,0193;;
;;;;;;;;;;;;;;;;;;;;;;;;5411;1,257;5411;0,002;;;;;;;2496,527324;2,247868245;;;2496,527324;3,03E-73;;;;;;;;;;;;;;;8417,1;1,60858;8417,1;0,0206;;
;;;;;;;;;;;;;;;;;;;;;;;;5417;1,256;5417;0,002;;;;;;;2510,939933;2,24736133;;;2510,939933;5,70E-72;;;;;;;;;;;;;;;8472,1;1,58346;8472,1;0,0287;;
;;;;;;;;;;;;;;;;;;;;;;;;5423;1,256;5423;0,002;;;;;;;2525,435748;2,246849969;;;2525,435748;1,03E-70;;;;;;;;;;;;;;;8527,8;1,56603;8527,8;0,0337;;
;;;;;;;;;;;;;;;;;;;;;;;;5429;1,255;5429;0,002;;;;;;;2540,015247;2,246334082;;;2540,015247;1,77E-69;;;;;;;;;;;;;;;8584,3;1,54217;8584,3;0,0311;;
;;;;;;;;;;;;;;;;;;;;;;;;5435;1,255;5435;0,002;;;;;;;2554,678915;2,24581359;;;2554,678915;2,93E-68;;;;;;;;;;;;;;;8641,5;1,50207;8641,5;0,0365;;
;;;;;;;;;;;;;;;;;;;;;;;;5441;1,255;5441;0,002;;;;;;;2569,427238;2,245288414;;;2569,427238;4,65E-67;;;;;;;;;;;;;;;8699,5;1,4563;8699,5;0,0652;;
;;;;;;;;;;;;;;;;;;;;;;;;5447;1,254;5447;0,002;;;;;;;2584,260703;2,244758473;;;2584,260703;7,09E-66;;;;;;;;;;;;;;;8758,3;1,42098;8758,3;0,116;;
;;;;;;;;;;;;;;;;;;;;;;;;5453;1,254;5453;0,002;;;;;;;2599,179803;2,244223684;;;2599,179803;1,04E-64;;;;;;;;;;;;;;;8817,9;1,40294;8817,9;0,191;;
;;;;;;;;;;;;;;;;;;;;;;;;5459;1,254;5459;0,002;;;;;;;2614,185032;2,243683965;;;2614,185032;1,46E-63;;;;;;;;;;;;;;;8878,3;1,43215;8878,3;0,286;;
;;;;;;;;;;;;;;;;;;;;;;;;5464;1,253;5464;0,002;;;;;;;2629,276887;2,243139233;;;2629,276887;1,97E-62;;;;;;;;;;;;;;;8939,5;1,50643;8939,5;0,342;;
;;;;;;;;;;;;;;;;;;;;;;;;5470;1,253;5470;0,002;;;;;;;2644,455868;2,242589403;;;2644,455868;2,56E-61;;;;;;;;;;;;;;;9001,6;1,57258;9001,6;0,37;;
;;;;;;;;;;;;;;;;;;;;;;;;5476;1,252;5476;0,002;;;;;;;2659,722478;2,242034389;;;2659,722478;3,20E-60;;;;;;;;;;;;;;;9064,5;1,67477;9064,5;0,408;;
;;;;;;;;;;;;;;;;;;;;;;;;5482;1,252;5482;0,002;;;;;;;2675,077224;2,241474105;;;2675,077224;3,85E-59;;;;;;;;;;;;;;;9128,4;1,82059;9128,4;0,357;;
;;;;;;;;;;;;;;;;;;;;;;;;5488;1,251;5488;0,002;;;;;;;2690,520613;2,240908463;;;2690,520613;4,47E-58;;;;;;;;;;;;;;;9193,1;1,88114;9193,1;0,214;;
;;;;;;;;;;;;;;;;;;;;;;;;5495;1,251;5495;0,002;;;;;;;2706,053158;2,240337374;;;2706,053158;5,00E-57;;;;;;;;;;;;;;;9258,8;1,84268;9258,8;0,103;;
;;;;;;;;;;;;;;;;;;;;;;;;5501;1,251;5501;0,002;;;;;;;2721,675373;2,239760749;;;2721,675373;5,38E-56;;;;;;;;;;;;;;;9325,4;1,78046;9325,4;0,049;;
;;;;;;;;;;;;;;;;;;;;;;;;5507;1,25;5507;0,002;;;;;;;2737,387777;2,239178497;;;2737,387777;5,60E-55;;;;;;;;;;;;;;;9393;1,72601;9393;0,0331;;
;;;;;;;;;;;;;;;;;;;;;;;;5513;1,25;5513;0,002;;;;;;;2753,190889;2,238590527;;;2753,190889;5,61E-54;;;;;;;;;;;;;;;9461,5;1,68799;9461,5;0,0392;;
;;;;;;;;;;;;;;;;;;;;;;;;5519;1,249;5519;0,002;;;;;;;2769,085233;2,237996744;;;2769,085233;5,44E-53;;;;;;;;;;;;;;;9531,1;1,66834;9531,1;0,0535;;
;;;;;;;;;;;;;;;;;;;;;;;;5525;1,249;5525;0,002;;;;;;;2785,071337;2,237397055;;;2785,071337;5,09E-52;;;;;;;;;;;;;;;9601,7;1,66381;9601,7;0,0618;;
;;;;;;;;;;;;;;;;;;;;;;;;5531;1,249;5531;0,002;;;;;;;2801,149729;2,236791364;;;2801,149729;4,60E-51;;;;;;;;;;;;;;;9673,3;1,6512;9673,3;0,0635;;
;;;;;;;;;;;;;;;;;;;;;;;;5537;1,248;5537;0,002;;;;;;;2817,320943;2,236179575;;;2817,320943;4,02E-50;;;;;;;;;;;;;;;9746,1;1,64332;9746,1;0,092;;
;;;;;;;;;;;;;;;;;;;;;;;;5543;1,248;5543;0,002;;;;;;;2833,585514;2,235561591;;;2833,585514;3,40E-49;;;;;;;;;;;;;;;9819,9;1,68815;9819,9;0,114;;
;;;;;;;;;;;;;;;;;;;;;;;;5549;1,247;5549;0,002;;;;;;;2849,943982;2,234937311;;;2849,943982;2,78E-48;;;;;;;;;;;;;;;9894,9;1,7238;9894,9;0,0695;;
;;;;;;;;;;;;;;;;;;;;;;;;5556;1,247;5556;0,002;;;;;;;2866,396888;2,234306636;;;2866,396888;2,20E-47;;;;;;;;;;;;;;;9971;1,69689;9971;0,0225;;
;;;;;;;;;;;;;;;;;;;;;;;;5562;1,246;5562;0,002;;;;;;;2882,944778;2,233669463;;;2882,944778;1,69E-46;;;;;;;;;;;;;;;10048;1,66393;10048;0,0185;;
;;;;;;;;;;;;;;;;;;;;;;;;5568;1,246;5568;0,002;;;;;;;2899,5882;2,233025691;;;2899,5882;1,25E-45;;;;;;;;;;;;;;;10127;1,64969;10127;0,0288;;
;;;;;;;;;;;;;;;;;;;;;;;;5574;1,246;5574;0,002;;;;;;;2916,327705;2,232375214;;;2916,327705;9,02E-45;;;;;;;;;;;;;;;10207;1,64728;10207;0,0395;;
;;;;;;;;;;;;;;;;;;;;;;;;5580;1,245;5580;0,002;;;;;;;2933,163849;2,231717927;;;2933,163849;6,29E-44;;;;;;;;;;;;;;;10288;1,65261;10288;0,0399;;
;;;;;;;;;;;;;;;;;;;;;;;;5587;1,245;5587;0,002;;;;;;;2950,097188;2,231053722;;;2950,097188;4,26E-43;;;;;;;;;;;;;;;10370;1,65357;10370;0,0306;;
;;;;;;;;;;;;;;;;;;;;;;;;5593;1,244;5593;0,002;;;;;;;2967,128285;2,230382491;;;2967,128285;2,80E-42;;;;;;;;;;;;;;;10453;1,64708;10453;0,0216;;
;;;;;;;;;;;;;;;;;;;;;;;;5599;1,244;5599;0,002;;;;;;;2984,257704;2,229704124;;;2984,257704;1,79E-41;;;;;;;;;;;;;;;10538;1,63832;10538;0,0169;;
;;;;;;;;;;;;;;;;;;;;;;;;5605;1,243;5605;0,002;;;;;;;3001,486011;2,22901851;;;3001,486011;1,11E-40;;;;;;;;;;;;;;;10625;1,63038;10625;0,0159;;
;;;;;;;;;;;;;;;;;;;;;;;;5612;1,243;5612;0,002;;;;;;;3018,813779;2,228325533;;;3018,813779;6,66E-40;;;;;;;;;;;;;;;10713;1,62369;10713;0,0157;;
;;;;;;;;;;;;;;;;;;;;;;;;5618;1,242;5618;0,002;;;;;;;3036,241581;2,227625081;;;3036,241581;3,90E-39;;;;;;;;;;;;;;;10802;1,61763;10802;0,0149;;
;;;;;;;;;;;;;;;;;;;;;;;;5624;1,242;5624;0,002;;;;;;;3053,769995;2,226917037;;;3053,769995;2,22E-38;;;;;;;;;;;;;;;10893;1,60939;10893;0,0154;;
;;;;;;;;;;;;;;;;;;;;;;;;5631;1,241;5631;0,002;;;;;;;3071,399602;2,226201282;;;3071,399602;1,23E-37;;;;;;;;;;;;;;;10985;1,59926;10985;0,0209;;
;;;;;;;;;;;;;;;;;;;;;;;;5637;1,241;5637;0,002;;;;;;;3089,130985;2,225477697;;;3089,130985;6,60E-37;;;;;;;;;;;;;;;11079;1,59487;11079;0,03;;
;;;;;;;;;;;;;;;;;;;;;;;;5643;1,24;5643;0,002;;;;;;;3106,964733;2,224746161;;;3106,964733;3,46E-36;;;;;;;;;;;;;;;11174;1,59442;11174;0,0357;;
;;;;;;;;;;;;;;;;;;;;;;;;5650;1,24;5650;0,002;;;;;;;3124,901436;2,22400655;;;3124,901436;1,76E-35;;;;;;;;;;;;;;;11272;1,59101;11272;0,0437;;
;;;;;;;;;;;;;;;;;;;;;;;;5656;1,24;5656;0,002;;;;;;;3142,941689;2,223258738;;;3142,941689;8,76E-35;;;;;;;;;;;;;;;11370;1,60004;11370;0,0612;;
;;;;;;;;;;;;;;;;;;;;;;;;5663;1,239;5663;0,002;;;;;;;3161,08609;2,2225026;;;3161,08609;4,24E-34;;;;;;;;;;;;;;;11471;1,62593;11471;0,0631;;
;;;;;;;;;;;;;;;;;;;;;;;;5669;1,239;5669;0,002;;;;;;;3179,335239;2,221738006;;;3179,335239;2,00E-33;;;;;;;;;;;;;;;11573;1,63487;11573;0,0413;;
;;;;;;;;;;;;;;;;;;;;;;;;5675;1,238;5675;0,002;;;;;;;3197,689741;2,220964826;;;3197,689741;9,20E-33;;;;;;;;;;;;;;;11678;1,62288;11678;0,0276;;
;;;;;;;;;;;;;;;;;;;;;;;;5682;1,238;5682;0,002;;;;;;;3216,150206;2,220182926;;;3216,150206;4,13E-32;;;;;;;;;;;;;;;11784;1,6141;11784;0,0277;;
;;;;;;;;;;;;;;;;;;;;;;;;5688;1,237;5688;0,003;;;;;;;3234,717243;2,219392173;;;3234,717243;1,81E-31;;;;;;;;;;;;;;;11892;1,61118;11892;0,0267;;
;;;;;;;;;;;;;;;;;;;;;;;;5695;1,237;5695;0,003;;;;;;;3253,39147;2,21859243;;;3253,39147;7,71E-31;;;;;;;;;;;;;;;12002;1,6095;12002;0,0238;;
;;;;;;;;;;;;;;;;;;;;;;;;5701;1,236;5701;0,003;;;;;;;3272,173504;2,217783557;;;3272,173504;3,22E-30;;;;;;;;;;;;;;;12114;1,60662;12114;0,0217;;
;;;;;;;;;;;;;;;;;;;;;;;;5708;1,236;5708;0,003;;;;;;;3291,063968;2,216965414;;;3291,063968;1,31E-29;;;;;;;;;;;;;;;12229;1,60178;12229;0,0215;;
;;;;;;;;;;;;;;;;;;;;;;;;5714;1,235;5714;0,003;;;;;;;3310,063487;2,216137857;;;3310,063487;5,21E-29;;;;;;;;;;;;;;;12345;1,59666;12345;0,0215;;
;;;;;;;;;;;;;;;;;;;;;;;;5721;1,235;5721;0,003;;;;;;;3329,172692;2,21530074;;;3329,172692;2,03E-28;;;;;;;;;;;;;;;12464;1,59136;12464;0,023;;
;;;;;;;;;;;;;;;;;;;;;;;;5727;1,234;5727;0,003;;;;;;;3348,392216;2,214453917;;;3348,392216;7,70E-28;;;;;;;;;;;;;;;12585;1,58976;12585;0,025;;
;;;;;;;;;;;;;;;;;;;;;;;;5734;1,234;5734;0,003;;;;;;;3367,722695;2,213597236;;;3367,722695;2,86E-27;;;;;;;;;;;;;;;12708;1,58844;12708;0,02;;
;;;;;;;;;;;;;;;;;;;;;;;;5741;1,233;5741;0,003;;;;;;;3387,16477;2,212730546;;;3387,16477;1,04E-26;;;;;;;;;;;;;;;12834;1,57832;12834;0,0141;;
;;;;;;;;;;;;;;;;;;;;;;;;5747;1,233;5747;0,003;;;;;;;3406,719086;2,21185369;;;3406,719086;3,70E-26;;;;;;;;;;;;;;;12962;1,56594;12962;0,0137;;
;;;;;;;;;;;;;;;;;;;;;;;;5754;1,232;5754;0,003;;;;;;;3426,38629;2,210966511;;;3426,38629;1,29E-25;;;;;;;;;;;;;;;13093;1,55212;13093;0,013;;
;;;;;;;;;;;;;;;;;;;;;;;;5760;1,231;5760;0,003;;;;;;;3446,167034;2,21006885;;;3446,167034;4,38E-25;;;;;;;;;;;;;;;13227;1,52759;13227;0,0152;;
;;;;;;;;;;;;;;;;;;;;;;;;5767;1,231;5767;0,003;;;;;;;3466,061973;2,209160542;;;3466,061973;1,46E-24;;;;;;;;;;;;;;;13363;1,47368;13363;0,0286;;
;;;;;;;;;;;;;;;;;;;;;;;;5774;1,23;5774;0,003;;;;;;;3486,071767;2,208241423;;;3486,071767;4,77E-24;;;;;;;;;;;;;;;13502;1,41089;13502;0,153;;
;;;;;;;;;;;;;;;;;;;;;;;;5780;1,23;5780;0,003;;;;;;;3506,197079;2,207311323;;;3506,197079;1,53E-23;;;;;;;;;;;;;;;13645;1,51756;13645;0,361;;
;;;;;;;;;;;;;;;;;;;;;;;;5787;1,229;5787;0,003;;;;;;;3526,438576;2,206370071;;;3526,438576;4,79E-23;;;;;;;;;;;;;;;13790;1,76188;13790;0,35;;
;;;;;;;;;;;;;;;;;;;;;;;;5794;1,229;5794;0,003;;;;;;;3546,796928;2,205417493;;;3546,796928;1,47E-22;;;;;;;;;;;;;;;13938;1,83856;13938;0,132;;
;;;;;;;;;;;;;;;;;;;;;;;;5800;1,228;5800;0,003;;;;;;;3567,27281;2,204453411;;;3567,27281;4,45E-22;;;;;;;;;;;;;;;14089;1,74766;14089;0,0233;;
;;;;;;;;;;;;;;;;;;;;;;;;5807;1,228;5807;0,003;;;;;;;3587,866901;2,203477645;;;3587,866901;1,32E-21;;;;;;;;;;;;;;;14244;1,70043;14244;0,017;;
;;;;;;;;;;;;;;;;;;;;;;;;5814;1,227;5814;0,003;;;;;;;3608,579883;2,20249001;;;3608,579883;3,82E-21;;;;;;;;;;;;;;;14403;1,67956;14403;0,00914;;
;;;;;;;;;;;;;;;;;;;;;;;;5821;1,227;5821;0,003;;;;;;;3629,412442;2,20149032;;;3629,412442;1,09E-20;;;;;;;;;;;;;;;14564;1,66168;14564;0,00878;;
;;;;;;;;;;;;;;;;;;;;;;;;5828;1,226;5828;0,003;;;;;;;3650,365268;2,200478384;;;3650,365268;3,04E-20;;;;;;;;;;;;;;;14730;1,64964;14730;0,00848;;
;;;;;;;;;;;;;;;;;;;;;;;;5834;1,226;5834;0,003;;;;;;;3671,439057;2,199454008;;;3671,439057;8,33E-20;;;;;;;;;;;;;;;14899;1,64074;14899;0,00682;;
;;;;;;;;;;;;;;;;;;;;;;;;5841;1,225;5841;0,003;;;;;;;3692,634506;2,198416994;;;3692,634506;2,25E-19;;;;;;;;;;;;;;;15072;1,6358;15072;0,00577;;
;;;;;;;;;;;;;;;;;;;;;;;;5848;1,224;5848;0,003;;;;;;;3713,952318;2,19736714;;;3713,952318;5,95E-19;;;;;;;;;;;;;;;15250;1,63292;15250;0,00566;;
;;;;;;;;;;;;;;;;;;;;;;;;5855;1,224;5855;0,003;;;;;;;3735,393198;2,196304243;;;3735,393198;1,55E-18;;;;;;;;;;;;;;;15431;1,62609;15431;0,0058;;
;;;;;;;;;;;;;;;;;;;;;;;;5862;1,223;5862;0,003;;;;;;;3756,957859;2,195228092;;;3756,957859;3,95E-18;;;;;;;;;;;;;;;15617;1,62066;15617;0,00901;;
;;;;;;;;;;;;;;;;;;;;;;;;5869;1,223;5869;0,003;;;;;;;3778,647013;2,194138475;;;3778,647013;9,93E-18;;;;;;;;;;;;;;;15808;1,61792;15808;0,0105;;
;;;;;;;;;;;;;;;;;;;;;;;;5875;1,222;5875;0,003;;;;;;;3800,46138;2,193035173;;;3800,46138;2,45E-17;;;;;;;;;;;;;;;16003;1,61632;16003;0,00686;;
;;;;;;;;;;;;;;;;;;;;;;;;5882;1,221;5882;0,003;;;;;;;3822,401683;2,191917967;;;3822,401683;5,96E-17;;;;;;;;;;;;;;;16203;1,61404;16203;0,00416;;
;;;;;;;;;;;;;;;;;;;;;;;;5889;1,221;5889;0,003;;;;;;;3844,468649;2,190786629;;;3844,468649;1,43E-16;;;;;;;;;;;;;;;16408;1,61267;16408;0,00545;;
;;;;;;;;;;;;;;;;;;;;;;;;5896;1,22;5896;0,003;;;;;;;3866,663009;2,189640927;;;3866,663009;3,35E-16;;;;;;;;;;;;;;;16618;1,60926;16618;0,0077;;
;;;;;;;;;;;;;;;;;;;;;;;;5903;1,22;5903;0,003;;;;;;;3888,985498;2,188480629;;;3888,985498;7,76E-16;;;;;;;;;;;;;;;16834;1,60441;16834;0,00635;;
;;;;;;;;;;;;;;;;;;;;;;;;5910;1,219;5910;0,003;;;;;;;3911,436856;2,187305492;;;3911,436856;1,77E-15;;;;;;;;;;;;;;;17056;1,6007;17056;0,00491;;
;;;;;;;;;;;;;;;;;;;;;;;;5917;1,219;5917;0,004;;;;;;;3934,017828;2,186115272;;;3934,017828;3,96E-15;;;;;;;;;;;;;;;17283;1,59761;17283;0,00416;;
;;;;;;;;;;;;;;;;;;;;;;;;5924;1,218;5924;0,004;;;;;;;3956,72916;2,184909719;;;3956,72916;8,75E-15;;;;;;;;;;;;;;;17517;1,59529;17517;0,00565;;
;;;;;;;;;;;;;;;;;;;;;;;;5931;1,217;5931;0,004;;;;;;;3979,571607;2,183688575;;;3979,571607;1,90E-14;;;;;;;;;;;;;;;17757;1,59207;17757;0,00961;;
;;;;;;;;;;;;;;;;;;;;;;;;5938;1,217;5938;0,004;;;;;;;4002,545925;2,182451579;;;4002,545925;4,08E-14;;;;;;;;;;;;;;;18003;1,5889;18003;0,0121;;
;;;;;;;;;;;;;;;;;;;;;;;;5945;1,216;5945;0,004;;;;;;;4025,652874;2,181198463;;;4025,652874;8,62E-14;;;;;;;;;;;;;;;18257;1,5865;18257;0,0139;;
;;;;;;;;;;;;;;;;;;;;;;;;5952;1,215;5952;0,004;;;;;;;4048,893222;2,179928955;;;4048,893222;1,79E-13;;;;;;;;;;;;;;;18518;1,58461;18518;0,0182;;
;;;;;;;;;;;;;;;;;;;;;;;;5959;1,215;5959;0,004;;;;;;;4072,267738;2,178642773;;;4072,267738;3,68E-13;;;;;;;;;;;;;;;18786;1,58432;18786;0,0223;;
;;;;;;;;;;;;;;;;;;;;;;;;5967;1,214;5967;0,004;;;;;;;4095,777196;2,177339631;;;4095,777196;7,45E-13;;;;;;;;;;;;;;;19062;1,58322;19062;0,0233;;
;;;;;;;;;;;;;;;;;;;;;;;;5974;1,214;5974;0,004;;;;;;;4119,422376;2,176019237;;;4119,422376;1,49E-12;;;;;;;;;;;;;;;19347;1,58226;19347;0,0261;;
;;;;;;;;;;;;;;;;;;;;;;;;5981;1,213;5981;0,004;;;;;;;4143,204061;2,174681288;;;4143,204061;2,92E-12;;;;;;;;;;;;;;;19640;1,58606;19640;0,0363;;
;;;;;;;;;;;;;;;;;;;;;;;;5988;1,212;5988;0,004;;;;;;;4167,123039;2,173325477;;;4167,123039;5,68E-12;;;;;;;;;;;;;;;19942;1,5961;19942;0,0448;;
;;;;;;;;;;;;;;;;;;;;;;;;5995;1,212;5995;0,004;;;;;;;4191,180103;2,171951488;;;4191,180103;1,09E-11;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6002;1,211;6002;0,004;;;;;;;4215,376049;2,170558997;;;4215,376049;2,06E-11;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6010;1,21;6010;0,004;;;;;;;4239,711681;2,169147671;;;4239,711681;3,84E-11;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6017;1,21;6017;0,004;;;;;;;4264,187803;2,16771717;;;4264,187803;7,07E-11;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6024;1,209;6024;0,004;;;;;;;4288,805228;2,16626714;;;4288,805228;1,29E-10;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6031;1,208;6031;0,004;;;;;;;4313,564771;2,164797223;;;4313,564771;2,31E-10;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6039;1,208;6039;0,004;;;;;;;4338,467252;2,163307045;;;4338,467252;4,10E-10;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6046;1,207;6046;0,004;;;;;;;4363,513497;2,161796223;;;4363,513497;7,19E-10;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6053;1,206;6053;0,004;;;;;;;4388,704335;2,160264363;;;4388,704335;1,25E-09;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6061;1,206;6061;0,004;;;;;;;4414,040602;2,158711057;;;4414,040602;2,13E-09;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6068;1,205;6068;0,004;;;;;;;4439,523137;2,157135885;;;4439,523137;3,61E-09;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6075;1,204;6075;0,004;;;;;;;4465,152783;2,155538411;;;4465,152783;6,05E-09;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6083;1,203;6083;0,004;;;;;;;4490,930392;2,153918185;;;4490,930392;0,00000001;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6090;1,203;6090;0,004;;;;;;;4516,856816;2,152274738;;;4516,856816;1,64E-08;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6098;1,202;6098;0,004;;;;;;;4542,932915;2,150607585;;;4542,932915;2,65E-08;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6105;1,201;6105;0,005;;;;;;;4569,159553;2,148916223;;;4569,159553;4,25E-08;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6112;1,201;6112;0,005;;;;;;;4595,537599;2,147200122;;;4595,537599;6,73E-08;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6120;1,2;6120;0,005;;;;;;;4622,067927;2,145458734;;;4622,067927;0,000000105;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6127;1,199;6127;0,005;;;;;;;4648,751416;2,143691483;;;4648,751416;0,000000164;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6135;1,198;6135;0,005;;;;;;;4675,588951;2,141897763;;;4675,588951;0,000000251;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6143;1,198;6143;0,005;;;;;;;4702,58142;2,140076944;;;4702,58142;0,000000382;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6150;1,197;6150;0,005;;;;;;;4729,729719;2,138228352;;;4729,729719;0,000000576;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6158;1,196;6158;0,005;;;;;;;4757,034747;2,136351284;;;4757,034747;0,000000858;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6165;1,195;6165;0,005;;;;;;;4784,497408;2,134444989;;;4784,497408;0,00000127;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6173;1,195;6173;0,005;;;;;;;4812,118613;2,132508673;;;4812,118613;0,00000185;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;6180;1,194;6180;0,005;;;;;;;4839,899277;2,130541491;;;4839,899277;0,00000269;;;;;;;;;;;;;;;;;;;;
