VO2_ins_wl_n;VO2_ins_n;VO2_ins_wl_k;VO2_ins_k;VO2_met_wl_n;VO2_met_n;VO2_met_wl_k;VO2_met_k;vo2IR_ins_wl_n;vo2IR_ins_n;vo2IR_met_wl_n;vo2IR_met_n;vo2IR_met_wl_k;vo2IR_met_k;vo2IR_ins_wl_k;vo2IR_ins_k;Ag_wl_n;Ag_n;Ag_wl_k;Ag_k;Au9nm_wl_n;Au9nm_n;Au9nm_wl_k;Au9nm_k;SiO2_thin_wl_n;SiO2_thin_n;SiO2_thin_wl_k;SiO2_thin_k;SiO2_fused_wl_n;SiO2_fused_n;SiO2_fused_wl_k;SiO2_fused_k;SiO2_wl_n;SiO2_n;TiO2_alpha_wl_n;TiO2_alpha_n;TiO2_A_wl_n;TiO2_A_n;TiO2_alpha_wl_k;TiO2_alpha_k;TiO2_A_wl_k;TiO2_A_k;Cr2O3_wl_n;Cr2O3_n;Cr2O3_wl_k;Cr2O3_k;Si3N4_wl_n;Si3N4_n;Si3N4_wl_k;Si3N4_k;CeO2_wl_n;CeO2_n;CeO2_wl_k;CeO2_k;PET_wl_n;PET_n;PET_wl_k;PET_k;Eye_wl;Eye_sensitivity
1920,151;2,898;;;;;;;18474;2,0167;;;;;27967;;329,79;0,404;329,79;0,69;1670;0,836;1670;10,607;935;1,467904;935;0;8289,7;0,44543;17159;0,19112;691,17;1,415;264,445587;2,720359379;685,479;2,054;264,445587;1,490988935;;;;;;;;;;;;;;;1770;1,54061;1770;0,0000256;;
1932,212;2,898;;;;;;;18999;2,3372;;;;;28281;;331,55;0,372;331,55;0,757;1680;0,846;1680;10,665;940;1,467866;940;0;8332,3;0,45683;17343;0,20603;694,015;1,415;265,972248;2,754326849;688,324;2,054;265,972248;1,484896274;;;;;;;;;;;;;;;1780;1,53999;1780;0,0000209;;
1944,273;2,898;;;;;;;18900;2,2354;;;;;28492;;333,33;0,348;333,33;0,819;1690;0,854;1690;10,735;945;1,46783;945;0;8375,4;0,46448;17531;0,22173;696,861;1,415;267,507722;2,789173955;691,17;2,049;267,507722;1,477052767;;;;;;;;;;;;;;;1790;1,54181;1790;0,0000201;;
1956,334;2,898;;;;;;;19137;2,5301;;;;;28705;;335,14;0,329;335,14;0,878;1700;0,862;1700;10,801;950;1,467793;950;0;8419;0,46753;17723;0,23831;699,706;1,415;269,052061;2,824780311;694,015;2,049;269,052061;1,46726827;;;;;;;;;;;;;;;1800;1,54077;1800;0,000021;;
1968,394;2,898;;;;;;;19141;2,4462;;;;;3820,6;;336,96;0,315;336,96;0,932;1710;0,873;1710;10,868;955;1,467758;955;0;8462,9;0,46539;17919;0,25592;702,552;1,415;270,605316;2,860987245;696,861;2,049;270,605316;1,455358385;;;;;;;;;;;;;;;1810;1,54049;1810;0,0000214;;
1980,455;2,898;;;;;;;18974;2,1387;;;;;;;338,8;0,304;338,8;0,983;1720;0,88;1720;10,94;960;1,467722;960;0;8507,4;0,45782;18119;0,27482;705,397;1,415;272,167537;2,897596157;699,706;2,049;272,167537;1,441152857;;;;;;;;;;;;;;;1820;1,54054;1820;0,0000204;;
1992,516;2,898;;;;;;;19270;2,7013;;;;;;;340,66;0,295;340,66;1,031;1730;0,887;1730;11,001;965;1,467688;965;0;8552,3;0,44503;18324;0,29536;708,243;1,415;273,738778;2,93436884;702,552;2,049;273,738778;1,424505081;;;;;;;;;;;;;;;1830;1,53862;1830;0,0000207;;
2004,577;2,898;;;;;;;19028;2,6125;;;;;;;342,54;0,288;342,54;1,076;1740;0,896;1740;11,063;970;1,467654;970;0;8597,7;0,4278;18534;0,3182;711,088;1,415;275,319089;2,971030311;705,397;2,049;275,319089;1,405302227;;;;;;;;;;;;;;;1840;1,54038;1840;0,0000169;;
2016,638;2,898;;;;;;;18905;2,0359;;;;;;;344,44;0,283;344,44;1,118;1750;0,904;1750;11,13;975;1,46762;975;0;8643,6;0,40757;18748;0,34441;713,934;1,415;276,908523;3,007274489;708,243;2,049;276,908523;1,383475275;;;;;;;;;;;;;;;1850;1,54067;1850;0,0000165;;
2028,699;2,898;;;;;;;19482;2,85;;;;;;;346,37;0,278;346,37;1,158;1760;0,912;1760;11,197;980;1,467587;980;0;8690;0,38657;18968;0,37593;716,779;1,415;278,507134;3,04277294;711,088;2,047;278,507134;1,35900808;;;;;;;;;;;;;;;1860;1,54099;1860;0,0000176;;
2040,76;2,898;;;;;;;19558;2,9748;;;;;;;348,31;0,274;348,31;1,196;1770;0,919;1770;11,263;985;1,467555;985;0;8736,8;0,36786;19193;0,41654;719,625;1,415;280,114973;3,077186514;713,934;2,045;280,114973;1,33194443;;;;;;;;;;;;;;;1870;1,54014;1870;0,0000195;;
2052,821;2,898;;;;;;;19807;3,0411;;;;;;;350,28;0,271;350,28;1,232;1780;0,929;1780;11,328;990;1,467523;990;0;8784,2;0,3558;19423;0,47426;722,47;1,415;281,732094;3,11017939;716,779;2,045;281,732094;1,302392102;;;;;;;;;;;;;;;1880;1,54026;1880;0,000019;;
2064,881;2,898;;;;;;;20170;2,8941;;;;;;;352,27;0,268;352,27;1,267;1790;0,939;1790;11,394;995;1,467491;995;0;8832,1;0,35737;19658;0,56696;725,316;1,415;283,358551;3,141434636;719,625;2,045;283,358551;1,270523029;;;;;;;;;;;;;;;1890;1,54093;1890;0,0000249;;
2076,942;2,898;;;;;;;20189;2,8028;;;;;;;354,29;0,265;354,29;1,301;1800;0,948;1800;11,459;1000;1,46746;1000;0;8880,5;0,38509;19900;0,73106;728,161;1,415;284,994398;3,170670042;722,47;2,045;284,994398;1,236569026;;;;;;;;;;;;;;;1900;1,54183;1900;0,0000451;;
2089,003;2,898;;;;;;;20267;2,7306;;;;;;;356,32;0,263;356,32;1,333;1810;0,957;1810;11,522;1005;1,467429;1005;0;8929,5;0,45931;20148;1,0087;731,007;1,415;286,639689;3,197652813;725,316;2,045;286,639689;1,200812935;;;;;;;;;;;;;;;1910;1,53869;1910;0,0000506;;
2101,064;2,898;;;;;;;20423;2,6254;;;;;;;358,38;0,26;358,38;1,364;1820;0,966;1820;11,588;1010;1,467399;1010;0;8979;0,60421;20401;1,3988;733,852;1,415;288,294478;3,222211638;728,161;2,045;288,294478;1,163575605;;;;;;;;;;;;;;;1920;1,54006;1920;0,0000361;;
2113,125;2,898;;;;;;;20426;2,5341;;;;;;;360,47;0,258;360,47;1,394;1830;0,974;1830;11,652;1015;1,467369;1015;0;9029;0,83443;20662;1,8459;736,698;1,415;289,95882;3,244244878;731,007;2,045;289,95882;1,125199579;;;;;;;;;;;;;;;1930;1,54081;1930;0,0000277;;
2125,186;2,898;;;;;;;20258;2,9676;;;;;;;362,57;0,256;362,57;1,423;1840;0,984;1840;11,716;1020;1,46734;1020;0;9079,7;1,1392;20928;2,2271;739,543;1,415;291,632771;3,263723918;733,852;2,045;291,632771;1,086030806;;;;;;;;;;;;;;;1940;1,53976;1940;0,0000283;;
2137,247;2,898;;;;;;;20557;2,4447;;;;;;;364,71;0,253;364,71;1,451;1850;0,994;1850;11,784;1025;1,467311;1025;0;9130,8;1,4777;21202;2,3816;742,389;1,415;293,316385;3,280691274;736,698;2,045;293,316385;1,046399899;;;;;;;;;;;;;;;1950;1,54076;1950;0,0000333;;
2149,308;2,898;;;;;;;20785;2,3384;;;;;;;366,86;0,251;366,86;1,479;1860;1,002;1860;11,844;1030;1,467283;1030;0;9182,6;1,7934;21484;2,233;745,234;1,415;295,009719;3,2952535;739,543;2,041;295,009719;1,006604526;;;;;;;;;;;;;;;1960;1,53965;1960;0,000029;;
2161,369;2,898;;;;;;;21135;2,2396;;;;;;;369,05;0,248;369,05;1,506;1870;1,013;1870;11,914;1035;1,467255;1035;0;9235;2,0418;21772;1,8824;748,08;1,415;296,712829;3,307569454;742,389;2,04;296,712829;0,966894382;;;;;;;;;;;;;;;1970;1,54023;1970;0,0000214;;
2173,429;2,898;;;;;;;21536;2,1338;;;;;;;371,26;0,245;371,26;1,533;1880;1,023;1880;11,981;1040;1,467227;1040;0;9287,9;2,2149;22069;1,5382;750,925;1,415;298,42577;3,31783482;745,234;2,04;298,42577;0,927459912;;;;;;;;;;;;;;;1980;1,53927;1980;0,0000189;;
2185,49;2,898;;;;;;;21675;2,0307;;;;;;;373,49;0,242;373,49;1,56;1890;1,03;1890;12,038;1045;1,4672;1045;0;9341,5;2,3404;22374;1,324;753,771;1,415;300,148601;3,326264045;748,08;2,04;300,148601;0,888425686;;;;;;;;;;;;;;;1990;1,54049;1990;0,000019;;
2197,551;2,898;;;;;;;21905;1,9142;;;;;;;375,76;0,238;375,76;1,586;1900;1,046;1900;12,129;1050;1,467173;1050;0;9395,7;2,4551;22687;1,1916;756,616;1,415;301,881378;3,333070975;750,925;2,04;301,881378;0,84984897;;;;;;;;;;;;;;;2000;1,53997;2000;0,0000191;;
2209,612;2,898;;;;;;;22010;1,7994;;;;;;;378,05;0,235;378,05;1,612;1910;1,057;1910;12,199;1055;1,467147;1055;0;9450,5;2,5753;23010;1,0507;759,462;1,415;303,624158;3,338449577;753,771;2,04;303,624158;0,811723762;;;;;;;;;;;;;;;2009,7;1,65443;2009,7;0,0000211;;
2221,673;2,898;;;;;;;22493;1,7111;;;;;;;380,37;0,231;380,37;1,637;1920;1,07;1920;12,267;1060;1,467121;1060;0;9505,9;2,6929;23341;0,87847;762,307;1,415;305,377;3,342556216;756,616;2,04;305,377;0,773990292;;;;;;;;;;;;;;;2019;1,64802;2019;0,0000253;;
2233,734;2,898;;;;;;;23454;1,8437;;;;;;;382,72;0,227;382,72;1,663;1930;1,081;1930;12,334;1065;1,467095;1065;0;9562,1;2,7906;23682;0,69647;765,153;1,415;307,13996;3,345495026;759,462;2,04;307,13996;0,7365496;;;;;;;;;;;;;;;2028,5;1,63699;2028,5;0,000027;;
2245,791;2,894;;;;;;;23305;1,7605;;;;;;;385,09;0,222;385,09;1,689;1940;1,091;1940;12,398;1070;1,46707;1070;0;9618,8;2,8553;24034;0,53099;767,998;1,415;308,913099;3,34730794;762,307;2,04;308,913099;0,699282422;;;;;;;;;;;;;;;2038,1;1,62743;2038,1;0,0000287;;
2257,849;2,89;;;;;;;23135;1,7034;;;;;;;387,5;0,218;387,5;1,715;1950;1,102;1950;12,465;1075;1,467045;1075;0;9676,3;2,8812;24396;0,39885;770,844;1,415;310,696473;3,347970884;765,153;2,04;310,696473;0,662071018;;;;;;;;;;;;;;;2047,8;1,61773;2047,8;0,0000306;;
2269,91;2,89;;;;;;;23559;1,9449;;;;;;;389,94;0,213;389,94;1,74;1960;1,112;1960;12,53;1080;1,46702;1080;0;9734,5;2,8694;24769;0,30536;773,689;1,415;312,490144;3,347397253;767,998;2,037;312,490144;0,624821934;;;;;;;;;;;;;;;2057,5;1,60303;2057,5;0,0000342;;
2281,964;2,881;;;;;;;23731;2,0286;;;;;;;392,41;0,208;392,41;1,766;1970;1,123;1970;12,594;1085;1,466996;1085;0;9793,3;2,8254;25153;0,24658;776,535;1,415;314,294169;3,34544914;770,844;2,035;314,294169;0,58748711;;;;;;;;;;;;;;;2067,3;1,58379;2067,3;0,000041;;
2294,024;2,881;;;;;;;23904;2,1229;;;;;;;394,9;0,203;394,9;1,792;1980;1,134;1980;12,66;1090;1,466972;1090;0;9852,9;2,7576;25550;0,21347;779,38;1,415;316,108609;3,341955695;773,689;2,035;316,108609;0,550080434;;;;;;;;;;;;;;;2077,3;1,56728;2077,3;0,0000494;;
2306,085;2,881;;;;;;;24076;2,2084;;;;;;;397,44;0,198;397,44;1,819;1990;1,145;1990;12,725;1095;1,466949;1095;0;9913,2;2,6753;25960;0,19621;782,226;1,415;317,933524;3,336736741;776,535;2,035;317,933524;0,512687041;;;;;;;;;;;;;;;2087,3;1,56196;2087,3;0,0000536;;
2318,146;2,881;;;;;;;24567;2,2886;;;;;;;400;0,193;400;1,845;2000;1,158;2000;12,792;1100;1,466925;1100;0;9974,2;2,5871;26383;0,18708;785,071;1,415;319,768974;3,329628593;779,38;2,035;319,768974;0,475463545;;;;;;;;;;;;;;;2097,5;1,55855;2097,5;0,0000562;;
2330,207;2,881;;;;;;;25156;2,1441;;;;;;;402,6;0,188;402,6;1,872;2010;1,17;2010;12,861;1105;1,466902;1105;0;10036;2,5005;26819;0,18128;787,917;1,415;321,615021;3,320508329;782,226;2,035;321,615021;0,438628806;;;;;;;;;;;;;;;2107,7;1,54842;2107,7;0,0000694;;
2342,268;2,881;;;;;;;25375;2,0528;;;;;;;405,23;0,183;405,23;1,899;2020;1,181;2020;12,926;1110;1,46688;1110;0;10099;2,4206;27271;0,17638;790,762;1,415;323,471724;3,309312824;785,071;2,035;323,471724;0,402446598;;;;;;;;;;;;;;;2118;1,53989;2118;0,0000997;;
2354,329;2,881;;;;;;;25272;2,2328;;;;;;;407,89;0,178;407,89;1,927;2030;1,19;2030;12,984;1115;1,466857;1115;0;10162;2,3502;27738;0,17139;793,608;1,415;325,339147;3,296049866;787,917;2,035;325,339147;0,367203015;;;;;;;;;;;;;;;2128,5;1,53806;2128,5;0,000135;;
2366,39;2,881;;;;;;;25542;1,9603;;;;;;;410,6;0,173;410,6;1,954;2040;1,2;2040;13,045;1120;1,466835;1120;0;10226;2,29;28221;0,16602;796,453;1,415;327,21735;3,280800175;790,762;2,035;327,21735;0,33318233;;;;;;;;;;;;;;;2139;1,53917;2139;0,000136;;
2378,451;2,881;;;;;;;25838;1,8534;;;;;;;413,33;0,168;413,33;1,983;2050;1,213;2050;13,116;1125;1,466813;1125;0;10291;2,2393;28722;0,16023;799,299;1,415;329,106397;3,263710979;793,608;2,035;329,106397;0,300644969;;;;;;;;;;;;;;;2149,6;1,53925;2149,6;0,000126;;
2390,512;2,881;;;;;;;25963;1,7575;;;;;;;416,11;0,163;416,11;2,011;2060;1,224;2060;13,179;1130;1,466792;1130;0;10357;2,1966;29240;0,15409;802,145;1,415;331,006349;3,244983155;796,453;2,035;331,006349;0,2698104;;;;;;;;;;;;;;;2156,8;1,53894;2156,8;0,000121;;
2402,572;2,881;;;;;;;26358;1,6609;;;;;;;418,92;0,158;418,92;2,039;2070;1,236;2070;13,249;1135;1,466771;1135;0;10424;2,1602;29778;0,14767;804,99;1,415;332,917269;3,224854738;799,299;2,035;332,917269;0,240846436;;;;;;;;;;;;;;;2167,6;1,5384;2167,6;0,000108;;
2414,633;2,881;;;;;;;26752;1,5744;;;;;;;421,77;0,153;421,77;2,068;2080;1,25;2080;13,316;1140;1,46675;1140;0;10491;2,1286;30335;0,14105;807,836;1,415;334,839222;3,203583603;802,145;2,034;334,839222;0,21386508;;;;;;;;;;;;;;;2178,5;1,53891;2178,5;0,000099;;
2426,694;2,881;;;;;;;27979;1,6182;;;;;;;424,66;0,148;424,66;2,098;2090;1,261;2090;13,378;1145;1,466729;1145;0;10559;2,1002;30914;0,13429;810,681;1,415;336,77227;3,181431616;804,99;2,03;336,77227;0,188923971;;;;;;;;;;;;;;;2189,6;1,54079;2189,6;0,0000886;;
2438,755;2,881;;;;;;;27672;1,5422;;;;;;;427,59;0,144;427,59;2,127;2100;1,273;2100;13,441;1150;1,466709;1150;0;10629;2,0742;31516;0,12746;813,527;1,415;338,716477;3,158651695;807,836;2,03;338,716477;0,166031931;;;;;;;;;;;;;;;2197;1,54276;2197;0,000081;;
2450,816;2,881;;;;;;;28415;1,7584;;;;;;;430,56;0,139;430,56;2,157;2110;1,284;2110;13,505;1155;1,466689;1155;0;10699;2,0496;32141;0,1206;816,372;1,415;340,671909;3,13547842;810,681;2,03;340,671909;0,145156933;;;;;;;;;;;;;;;2208,2;1,54352;2208,2;0,000082;;
2462,877;2,881;;;;;;;27975;1,688;;;;;;;433,57;0,135;433,57;2,187;2120;1,296;2120;13,571;1160;1,466669;1160;0;10770;2,0258;32792;0,11377;819,218;1,415;342,638629;3,112122158;813,527;2,03;342,638629;0,126235036;;;;;;;;;;;;;;;2219,6;1,54059;2219,6;0,000104;;
;;;;;;;;28650;1,8845;;;;;;;436,62;0,131;436,62;2,218;2130;1,307;2130;13,633;1165;1,466649;1165;0;10842;2,0023;33469;0,10702;822,063;1,415;344,616703;3,088766233;816,372;2,03;344,616703;0,109179156;;;;;;;;;;;;;;;2227,2;1,53845;2227,2;0,000131;;
;;;;;;;;28803;2,0192;;;;;;;439,72;0,127;439,72;2,249;2140;1,318;2140;13,695;1170;1,46663;1170;0;10915;1,9787;34176;0,10036;824,909;1,415;346,606197;3,065566491;819,218;2,03;346,606197;0,09388697;;;;;;;;;;;;;;;2238,7;1,53663;2238,7;0,000182;;
;;;;;;;;29104;2,1381;;;;;;;442,86;0,123;442,86;2,28;2150;1,331;2150;13,759;1175;1,466611;1175;0;10989;1,9547;34912;0,093854;827,754;1,419;348,607177;3,042652558;822,063;2,03;348,607177;0,080247564;;;;;;;;;;;;;;;2246,5;1,53643;2246,5;0,00107;;
;;;;;;;;29268;2,3015;;;;;;;446,04;0,12;446,04;2,311;2160;1,343;2160;13,825;1180;1,466592;1180;0;11064;1,9299;35681;0,087513;830,6;1,419;350,619708;3,020130186;824,909;2,03;350,619708;0,068146726;;;;;;;;;;;;;;;2258,2;1,53694;2258,2;0,00228;;
;;;;;;;;29122;2,2141;;;;;;;449,28;0,116;449,28;2,343;2170;1,355;2170;13,889;1185;1,466574;1185;0;11140;1,9043;36485;0,081367;833,445;1,419;352,643858;2,998084204;827,754;2,03;352,643858;0,05747094;;;;;;;;;;;;;;;2266,1;1,53773;2266,1;0,00291;;
;;;;;;;;29474;2,5233;;;;;;;452,55;0,113;452,55;2,375;2180;1,366;2180;13,952;1190;1,466555;1190;0;11218;1,8779;37326;0,075437;836,291;1,419;354,679693;2,976581707;830,6;2,03;354,679693;0,048110237;;;;;;;;;;;;;;;2278,1;1,53796;2278,1;0,00287;;
;;;;;;;;29431;2,4195;;;;;;;455,88;0,11;455,88;2,407;2190;1,378;2190;14,013;1195;1,466537;1195;0;11296;1,8507;38206;0,069739;839,136;1,419;356,727281;2,955675292;833,445;2,03;356,727281;0,039960099;;;;;;;;;;;;;;;2286,1;1,53668;2286,1;0,00246;;
;;;;;;;;29714;2,7688;;;;;;;459,26;0,107;459,26;2,44;2200;1,391;2200;14,078;1200;1,466519;1200;0;11375;1,823;39129;0,064288;841,982;1,419;358,78669;2,935406233;836,291;2,027;358,78669;0,032922617;;;;;;;;;;;;;;;2298,3;1,5352;2298,3;0,00181;;
;;;;;;;;29637;2,6769;;;;;;;462,69;0,104;462,69;2,473;2210;1,404;2210;14,142;1205;1,466502;1205;0;11456;1,7956;40098;0,059095;844,827;1,419;360,857988;2,915807649;839,136;2,027;360,857988;0,026907082;;;;;;;;;;;;;;;2306,5;1,53534;2306,5;0,00138;;
;;;;;;;;29538;2,6;;;;;;;466,17;0,101;466,17;2,506;2220;1,418;2220;14,207;1210;1,466484;1210;0;11537;1,7693;41116;0,054167;847,673;1,419;362,941244;2,896907944;841,982;2,026;362,941244;0,021830154;;;;;;;;;;;;;;;2318,8;1,53621;2318,8;0,000863;;
;;;;;;;;29889;2,9952;;;;;;;469,7;0,099;469,7;2,539;2230;1,432;2230;14,27;1215;1,466467;1215;0;11620;1,7452;42187;0,049509;850,518;1,419;365,036527;2,878735503;844,827;2,025;365,036527;0,017615748;;;;;;;;;;;;;;;2327,2;1,53635;2327,2;0,00116;;
;;;;;;;;29735;2,8924;;;;;;;473,28;0,096;473,28;2,573;2240;1,445;2240;14,331;1220;1,46645;1220;0;11704;1,7247;43315;0,045123;853,364;1,419;367,143906;2,861331566;847,673;2,025;367,143906;0,014193178;;;;;;;;;;;;;;;2339,8;1,53593;2339,8;0,00166;;
;;;;;;;;29748;2,8413;;;;;;;476,92;0,094;476,92;2,607;2250;1,458;2250;14,395;1225;1,466433;1225;0;11789;1,7094;44505;0,041008;856,209;1,419;369,263451;2,844754292;850,518;2,025;369,263451;0,011448502;;;;;;;;;;;;;;;2348,2;1,53596;2348,2;0,00215;;
;;;;;;;;;;;;;;;;480,62;0,092;480,62;2,641;2260;1,473;2260;14,461;1230;1,466416;1230;0;11876;1,7006;45762;0,037162;859,055;1,419;371,395232;2,828999505;853,364;2,025;371,395232;0,009244534;;;;;;;;;;;;;;;2356,8;1,53637;2356,8;0,00219;;
;;;;;;;;;;;;;;;;484,38;0,09;484,38;2,676;2270;1,486;2270;14,524;1235;1,4664;1235;0;11963;1,6993;47093;0,033581;861,9;1,419;373,53932;2,814033296;856,209;2,025;373,53932;0,007472892;;;;;;;;;;;;;;;2369,7;1,53614;2369,7;0,00161;;
;;;;;;;;;;;;;;;;488,19;0,088;488,19;2,711;2280;1,5;2280;14,587;1240;1,466384;1240;0;12052;1,7058;48503;0,030258;864,746;1,419;375,695786;2,799811622;859,055;2,025;375,695786;0,006047299;;;;;;;;;;;;;;;2378,4;1,53542;2378,4;0,00165;;
;;;;;;;;;;;;;;;;492,06;0,086;492,06;2,747;2290;1,512;2290;14,649;1245;1,466368;1245;0;12143;1,7198;50000;0,027185;867,591;1,419;377,864701;2,786286984;861,9;2,025;377,864701;0,004898981;;;;;;;;;;;;;;;2387,2;1,53454;2387,2;0,00198;;
;;;;;;;;;;;;;;;;496;0,085;496;2,782;2300;1,526;2300;14,711;1250;1,466352;1250;0;12234;1,7403;;;870,437;1,419;380,046138;2,773411776;864,746;2,025;380,046138;0,003973052;;;;;;;;;;;;;;;2396;1,53434;2396;0,0024;;
;;;;;;;;;;;;;;;;500;0,083;500;2,818;2310;1,537;2310;14,776;1255;1,466336;1255;0;12327;1,7654;;;873,282;1,419;382,240168;2,761140053;867,591;2,025;382,240168;0,003225668;;;;;;;;;;;;;;;2409,3;1,53575;2409,3;0,00254;;
;;;;;;;;;;;;;;;;504,07;0,082;504,07;2,855;2320;1,548;2320;14,836;1260;1,466321;1260;0;12422;1,7934;;;876,128;1,419;384,446865;2,749428435;870,437;2,025;384,446865;0,002621769;;;;;;;;;;;;;;;2418,3;1,53681;2418,3;0,00187;;
;;;;;;;;;;;;;;;;508,2;0,08;508,2;2,892;2330;1,563;2330;14,896;1265;1,466306;1265;0;12518;1,8219;;;878,973;1,419;386,666301;2,738236524;873,282;2,025;386,666301;0,002133294;;;;;;;;;;;;;;;2427,4;1,5372;2427,4;0,00105;;
;;;;;;;;;;;;;;;;512,4;0,079;512,4;2,929;2340;1,576;2340;14,96;1270;1,46629;1270;0;12615;1,8491;;;881,819;1,419;388,89855;2,727527034;876,128;2,025;388,89855;0,001737762;;;;;;;;;;;;;;;2436,5;1,53685;2436,5;0,000651;;
;;;;;;;;;;;;;;;;516,67;0,078;516,67;2,967;2350;1,588;2350;15,021;1275;1,466276;1275;0;12714;1,8732;;;884,664;1,419;391,143686;2,717265746;878,973;2,025;391,143686;0,001417145;;;;;;;;;;;;;;;2445,7;1,53625;2445,7;0,000533;;
;;;;;;;;;;;;;;;;521,01;0,077;521,01;3,005;2360;1,599;2360;15,084;1280;1,466261;1280;0;12815;1,8928;;;887,51;1,419;393,401783;2,707421377;881,819;2,025;393,401783;0,001156976;;;;;;;;;;;;;;;2459,6;1,53576;2459,6;0,000963;;
;;;;;;;;;;;;;;;;525,42;0,076;525,42;3,043;2370;1,613;2370;15,147;1285;1,466246;1285;0;12917;1,9068;;;890,355;1,419;395,672916;2,697965389;884,664;2,023;395,672916;0,00094563;;;;;;;;;;;;;;;2469;1,53571;2469;0,000836;;
;;;;;;;;;;;;;;;;529,91;0,075;529,91;3,082;2380;1,631;2380;15,208;1290;1,466232;1290;0;13021;1,9148;;;893,201;1,419;397,957161;2,688871779;887,51;2,023;397,957161;0,000773757;;;;;;;;;;;;;;;2478,4;1,535;2478,4;0,00103;;
;;;;;;;;;;;;;;;;534,48;0,074;534,48;3,121;2390;1,643;2390;15,271;1295;1,466218;1295;0;13127;1,9166;;;896,046;1,419;400,254593;2,680116861;890,355;2,021;400,254593;0,000633834;;;;;;;;;;;;;;;2488;1,53425;2488;0,00114;;
;;;;;;;;;;;;;;;;539,13;0,074;539,13;3,161;2400;1,656;2400;15,332;1300;1,466204;1300;0;13234;1,9123;;;898,892;1,419;402,565287;2,671679055;893,201;2,02;402,565287;0,000519797;;;;;;;;;;;;;;;2497,5;1,53416;2497,5;0,000818;;
;;;;;;;;;;;;;;;;543,86;0,073;543,86;3,202;2410;1,72;2410;15,379;1305;1,46619;1305;0;13343;1,9026;;;901,737;1,419;404,889322;2,663538686;896,046;2,02;404,889322;0,000426755;;;;;;;;;;;;;;;2507,2;1,53478;2507,2;0,000794;;
;;;;;;;;;;;;;;;;548,67;0,072;548,67;3,243;2420;1,733;2420;15,445;1310;1,466176;1310;0;13454;1,888;;;904,583;1,419;407,226774;2,655677795;898,892;2,02;407,226774;0,00035076;;;;;;;;;;;;;;;2516,9;1,53569;2516,9;0,00115;;
;;;;;;;;;;;;;;;;553,57;0,072;553,57;3,284;2430;1,744;2430;15,508;1315;1,466162;1315;0;13566;1,8696;;;907,428;1,419;409,57772;2,64807997;901,737;2,02;409,57772;0,00028862;;;;;;;;;;;;;;;2526,8;1,53638;2526,8;0,00141;;
;;;;;;;;;;;;;;;;558,56;0,072;558,56;3,326;2440;1,759;2440;15,57;1320;1,466149;1320;0;13681;1,8483;;;910,274;1,419;411,942238;2,640730187;904,583;2,02;411,942238;0,000237754;;;;;;;;;;;;;;;2536,6;1,53644;2536,6;0,00112;;
;;;;;;;;;;;;;;;;563,64;0,071;563,64;3,368;2450;1,77;2450;15,629;1325;1,466136;1325;0;13798;1,8249;;;913,119;1,419;414,320406;2,633614673;907,428;2,02;414,320406;0,000196071;;;;;;;;;;;;;;;2546,6;1,53569;2546,6;0,00113;;
;;;;;;;;;;;;;;;;568,81;0,071;568,81;3,411;2460;1,786;2460;15,688;1330;1,466123;1330;0;13916;1,8003;;;915,965;1,419;416,712304;2,626720776;910,274;2,02;416,712304;0,000161876;;;;;;;;;;;;;;;2556,7;1,53475;2556,7;0,00224;;
;;;;;;;;;;;;;;;;574,07;0,071;574,07;3,455;2470;1,805;2470;15,755;1335;1,46611;1335;0;14037;1,7752;;;918,81;1,419;419,11801;2,620036852;913,119;2,02;419,11801;0,000133792;;;;;;;;;;;;;;;2566,8;1,53441;2566,8;0,00284;;
;;;;;;;;;;;;;;;;579,44;0,071;579,44;3,499;2480;1,812;2480;15,809;1340;1,466097;1340;0;14159;1,7502;;;921,656;1,419;421,537605;2,613552169;915,965;2,02;421,537605;0,000110703;;;;;;;;;;;;;;;2577;1,53488;2577;0,000226;;
;;;;;;;;;;;;;;;;584,91;0,071;584,91;3,544;2490;1,822;2490;15,866;1345;1,466084;1345;0;14284;1,7257;;;924,501;1,419;423,971168;2,607256811;918,81;2,02;423,971168;0,0000917;;;;;;;;;;;;;;;2587,3;1,53559;2587,3;0,000218;;
;;;;;;;;;;;;;;;;590,48;0,071;590,48;3,59;2500;1,836;2500;15,929;1350;1,466071;1350;0;14411;1,7019;;;927,347;1,419;426,41878;2,601141602;921,656;2,02;426,41878;0,000076;;;;;;;;;;;;;;;2597,6;1,53532;2597,6;0,000212;;
;;;;;;;;;;;;;;;;596,15;0,071;596,15;3,636;2510;1,851;2510;15,995;1355;1,466059;1355;0;14541;1,6791;;;930,192;1,419;428,880523;2,595198032;924,501;2,02;428,880523;0,0000631;;;;;;;;;;;;;;;2608,1;1,53478;2608,1;0,00021;;
;;;;;;;;;;;;;;;;601,94;0,071;601,94;3,683;2520;1,862;2520;16,057;1360;1,466047;1360;0;14672;1,6571;;;933,038;1,419;431,356477;2,589418198;927,347;2,02;431,356477;0,0000525;;;;;;;;;;;;;;;2618,6;1,53502;2618,6;0,000212;;
